,OECD_CPI_2015idx_USA,OECD_Unemp_rate_pct_USA
2010-06-16,91.68286732059995,9.6
2010-06-17,91.68286732059995,9.6
2010-06-18,91.68286732059995,9.6
2010-06-19,91.68286732059995,9.6
2010-06-20,91.68286732059995,9.6
2010-06-21,91.68286732059995,9.6
2010-06-22,91.68286732059995,9.6
2010-06-23,91.68286732059995,9.6
2010-06-24,91.68286732059995,9.6
2010-06-25,91.68286732059995,9.6
2010-06-26,91.68286732059995,9.6
2010-06-27,91.68286732059995,9.6
2010-06-28,91.68286732059995,9.6
2010-06-29,91.68286732059995,9.6
2010-06-30,91.64447097964467,9.4
2010-07-01,91.64447097964467,9.4
2010-07-02,91.64447097964467,9.4
2010-07-03,91.64447097964467,9.4
2010-07-04,91.64447097964467,9.4
2010-07-05,91.64447097964467,9.4
2010-07-06,91.64447097964467,9.4
2010-07-07,91.64447097964467,9.4
2010-07-08,91.64447097964467,9.4
2010-07-09,91.64447097964467,9.4
2010-07-10,91.64447097964467,9.4
2010-07-11,91.64447097964467,9.4
2010-07-12,91.64447097964467,9.4
2010-07-13,91.64447097964467,9.4
2010-07-14,91.64447097964467,9.4
2010-07-15,91.64447097964467,9.4
2010-07-16,91.64447097964467,9.4
2010-07-17,91.64447097964467,9.4
2010-07-18,91.64447097964467,9.4
2010-07-19,91.64447097964467,9.4
2010-07-20,91.64447097964467,9.4
2010-07-21,91.64447097964467,9.4
2010-07-22,91.64447097964467,9.4
2010-07-23,91.64447097964467,9.4
2010-07-24,91.64447097964467,9.4
2010-07-25,91.64447097964467,9.4
2010-07-26,91.64447097964467,9.4
2010-07-27,91.64447097964467,9.4
2010-07-28,91.64447097964467,9.4
2010-07-29,91.64447097964467,9.4
2010-07-30,91.64447097964467,9.4
2010-07-31,91.81577773159901,9.4
2010-08-01,91.81577773159901,9.4
2010-08-02,91.81577773159901,9.4
2010-08-03,91.81577773159901,9.4
2010-08-04,91.81577773159901,9.4
2010-08-05,91.81577773159901,9.4
2010-08-06,91.81577773159901,9.4
2010-08-07,91.81577773159901,9.4
2010-08-08,91.81577773159901,9.4
2010-08-09,91.81577773159901,9.4
2010-08-10,91.81577773159901,9.4
2010-08-11,91.81577773159901,9.4
2010-08-12,91.81577773159901,9.4
2010-08-13,91.81577773159901,9.4
2010-08-14,91.81577773159901,9.4
2010-08-15,91.81577773159901,9.4
2010-08-16,91.81577773159901,9.4
2010-08-17,91.81577773159901,9.4
2010-08-18,91.81577773159901,9.4
2010-08-19,91.81577773159901,9.4
2010-08-20,91.81577773159901,9.4
2010-08-21,91.81577773159901,9.4
2010-08-22,91.81577773159901,9.4
2010-08-23,91.81577773159901,9.4
2010-08-24,91.81577773159901,9.4
2010-08-25,91.81577773159901,9.4
2010-08-26,91.81577773159901,9.4
2010-08-27,91.81577773159901,9.4
2010-08-28,91.81577773159901,9.4
2010-08-29,91.81577773159901,9.4
2010-08-30,91.81577773159901,9.4
2010-08-31,91.94995395603618,9.5
2010-09-01,91.94995395603618,9.5
2010-09-02,91.94995395603618,9.5
2010-09-03,91.94995395603618,9.5
2010-09-04,91.94995395603618,9.5
2010-09-05,91.94995395603618,9.5
2010-09-06,91.94995395603618,9.5
2010-09-07,91.94995395603618,9.5
2010-09-08,91.94995395603618,9.5
2010-09-09,91.94995395603618,9.5
2010-09-10,91.94995395603618,9.5
2010-09-11,91.94995395603618,9.5
2010-09-12,91.94995395603618,9.5
2010-09-13,91.94995395603618,9.5
2010-09-14,91.94995395603618,9.5
2010-09-15,91.94995395603618,9.5
2010-09-16,91.94995395603618,9.5
2010-09-17,91.94995395603618,9.5
2010-09-18,91.94995395603618,9.5
2010-09-19,91.94995395603618,9.5
2010-09-20,91.94995395603618,9.5
2010-09-21,91.94995395603618,9.5
2010-09-22,91.94995395603618,9.5
2010-09-23,91.94995395603618,9.5
2010-09-24,91.94995395603618,9.5
2010-09-25,91.94995395603618,9.5
2010-09-26,91.94995395603618,9.5
2010-09-27,91.94995395603618,9.5
2010-09-28,91.94995395603618,9.5
2010-09-29,91.94995395603618,9.5
2010-09-30,92.098476066105,9.5
2010-10-01,92.098476066105,9.5
2010-10-02,92.098476066105,9.5
2010-10-03,92.098476066105,9.5
2010-10-04,92.098476066105,9.5
2010-10-05,92.098476066105,9.5
2010-10-06,92.098476066105,9.5
2010-10-07,92.098476066105,9.5
2010-10-08,92.098476066105,9.5
2010-10-09,92.098476066105,9.5
2010-10-10,92.098476066105,9.5
2010-10-11,92.098476066105,9.5
2010-10-12,92.098476066105,9.5
2010-10-13,92.098476066105,9.5
2010-10-14,92.098476066105,9.5
2010-10-15,92.098476066105,9.5
2010-10-16,92.098476066105,9.5
2010-10-17,92.098476066105,9.5
2010-10-18,92.098476066105,9.5
2010-10-19,92.098476066105,9.5
2010-10-20,92.098476066105,9.5
2010-10-21,92.098476066105,9.5
2010-10-22,92.098476066105,9.5
2010-10-23,92.098476066105,9.5
2010-10-24,92.098476066105,9.5
2010-10-25,92.098476066105,9.5
2010-10-26,92.098476066105,9.5
2010-10-27,92.098476066105,9.5
2010-10-28,92.098476066105,9.5
2010-10-29,92.098476066105,9.5
2010-10-30,92.098476066105,9.5
2010-10-31,92.41914880375354,9.4
2010-11-01,92.41914880375354,9.4
2010-11-02,92.41914880375354,9.4
2010-11-03,92.41914880375354,9.4
2010-11-04,92.41914880375354,9.4
2010-11-05,92.41914880375354,9.4
2010-11-06,92.41914880375354,9.4
2010-11-07,92.41914880375354,9.4
2010-11-08,92.41914880375354,9.4
2010-11-09,92.41914880375354,9.4
2010-11-10,92.41914880375354,9.4
2010-11-11,92.41914880375354,9.4
2010-11-12,92.41914880375354,9.4
2010-11-13,92.41914880375354,9.4
2010-11-14,92.41914880375354,9.4
2010-11-15,92.41914880375354,9.4
2010-11-16,92.41914880375354,9.4
2010-11-17,92.41914880375354,9.4
2010-11-18,92.41914880375354,9.4
2010-11-19,92.41914880375354,9.4
2010-11-20,92.41914880375354,9.4
2010-11-21,92.41914880375354,9.4
2010-11-22,92.41914880375354,9.4
2010-11-23,92.41914880375354,9.4
2010-11-24,92.41914880375354,9.4
2010-11-25,92.41914880375354,9.4
2010-11-26,92.41914880375354,9.4
2010-11-27,92.41914880375354,9.4
2010-11-28,92.41914880375354,9.4
2010-11-29,92.41914880375354,9.4
2010-11-30,92.65332428979954,9.8
2010-12-01,92.65332428979954,9.8
2010-12-02,92.65332428979954,9.8
2010-12-03,92.65332428979954,9.8
2010-12-04,92.65332428979954,9.8
2010-12-05,92.65332428979954,9.8
2010-12-06,92.65332428979954,9.8
2010-12-07,92.65332428979954,9.8
2010-12-08,92.65332428979954,9.8
2010-12-09,92.65332428979954,9.8
2010-12-10,92.65332428979954,9.8
2010-12-11,92.65332428979954,9.8
2010-12-12,92.65332428979954,9.8
2010-12-13,92.65332428979954,9.8
2010-12-14,92.65332428979954,9.8
2010-12-15,92.65332428979954,9.8
2010-12-16,92.65332428979954,9.8
2010-12-17,92.65332428979954,9.8
2010-12-18,92.65332428979954,9.8
2010-12-19,92.65332428979954,9.8
2010-12-20,92.65332428979954,9.8
2010-12-21,92.65332428979954,9.8
2010-12-22,92.65332428979954,9.8
2010-12-23,92.65332428979954,9.8
2010-12-24,92.65332428979954,9.8
2010-12-25,92.65332428979954,9.8
2010-12-26,92.65332428979954,9.8
2010-12-27,92.65332428979954,9.8
2010-12-28,92.65332428979954,9.8
2010-12-29,92.65332428979954,9.8
2010-12-30,92.65332428979954,9.8
2010-12-31,93.02547344059695,9.3
2011-01-01,93.02547344059695,9.3
2011-01-02,93.02547344059695,9.3
2011-01-03,93.02547344059695,9.3
2011-01-04,93.02547344059695,9.3
2011-01-05,93.02547344059695,9.3
2011-01-06,93.02547344059695,9.3
2011-01-07,93.02547344059695,9.3
2011-01-08,93.02547344059695,9.3
2011-01-09,93.02547344059695,9.3
2011-01-10,93.02547344059695,9.3
2011-01-11,93.02547344059695,9.3
2011-01-12,93.02547344059695,9.3
2011-01-13,93.02547344059695,9.3
2011-01-14,93.02547344059695,9.3
2011-01-15,93.02547344059695,9.3
2011-01-16,93.02547344059695,9.3
2011-01-17,93.02547344059695,9.3
2011-01-18,93.02547344059695,9.3
2011-01-19,93.02547344059695,9.3
2011-01-20,93.02547344059695,9.3
2011-01-21,93.02547344059695,9.3
2011-01-22,93.02547344059695,9.3
2011-01-23,93.02547344059695,9.3
2011-01-24,93.02547344059695,9.3
2011-01-25,93.02547344059695,9.3
2011-01-26,93.02547344059695,9.3
2011-01-27,93.02547344059695,9.3
2011-01-28,93.02547344059695,9.3
2011-01-29,93.02547344059695,9.3
2011-01-30,93.02547344059695,9.3
2011-01-31,93.32715897667421,9.1
2011-02-01,93.32715897667421,9.1
2011-02-02,93.32715897667421,9.1
2011-02-03,93.32715897667421,9.1
2011-02-04,93.32715897667421,9.1
2011-02-05,93.32715897667421,9.1
2011-02-06,93.32715897667421,9.1
2011-02-07,93.32715897667421,9.1
2011-02-08,93.32715897667421,9.1
2011-02-09,93.32715897667421,9.1
2011-02-10,93.32715897667421,9.1
2011-02-11,93.32715897667421,9.1
2011-02-12,93.32715897667421,9.1
2011-02-13,93.32715897667421,9.1
2011-02-14,93.32715897667421,9.1
2011-02-15,93.32715897667421,9.1
2011-02-16,93.32715897667421,9.1
2011-02-17,93.32715897667421,9.1
2011-02-18,93.32715897667421,9.1
2011-02-19,93.32715897667421,9.1
2011-02-20,93.32715897667421,9.1
2011-02-21,93.32715897667421,9.1
2011-02-22,93.32715897667421,9.1
2011-02-23,93.32715897667421,9.1
2011-02-24,93.32715897667421,9.1
2011-02-25,93.32715897667421,9.1
2011-02-26,93.32715897667421,9.1
2011-02-27,93.32715897667421,9.1
2011-02-28,93.6271567615007,9.0
2011-03-01,93.6271567615007,9.0
2011-03-02,93.6271567615007,9.0
2011-03-03,93.6271567615007,9.0
2011-03-04,93.6271567615007,9.0
2011-03-05,93.6271567615007,9.0
2011-03-06,93.6271567615007,9.0
2011-03-07,93.6271567615007,9.0
2011-03-08,93.6271567615007,9.0
2011-03-09,93.6271567615007,9.0
2011-03-10,93.6271567615007,9.0
2011-03-11,93.6271567615007,9.0
2011-03-12,93.6271567615007,9.0
2011-03-13,93.6271567615007,9.0
2011-03-14,93.6271567615007,9.0
2011-03-15,93.6271567615007,9.0
2011-03-16,93.6271567615007,9.0
2011-03-17,93.6271567615007,9.0
2011-03-18,93.6271567615007,9.0
2011-03-19,93.6271567615007,9.0
2011-03-20,93.6271567615007,9.0
2011-03-21,93.6271567615007,9.0
2011-03-22,93.6271567615007,9.0
2011-03-23,93.6271567615007,9.0
2011-03-24,93.6271567615007,9.0
2011-03-25,93.6271567615007,9.0
2011-03-26,93.6271567615007,9.0
2011-03-27,93.6271567615007,9.0
2011-03-28,93.6271567615007,9.0
2011-03-29,93.6271567615007,9.0
2011-03-30,93.6271567615007,9.0
2011-03-31,94.11154137047511,9.0
2011-04-01,94.11154137047511,9.0
2011-04-02,94.11154137047511,9.0
2011-04-03,94.11154137047511,9.0
2011-04-04,94.11154137047511,9.0
2011-04-05,94.11154137047511,9.0
2011-04-06,94.11154137047511,9.0
2011-04-07,94.11154137047511,9.0
2011-04-08,94.11154137047511,9.0
2011-04-09,94.11154137047511,9.0
2011-04-10,94.11154137047511,9.0
2011-04-11,94.11154137047511,9.0
2011-04-12,94.11154137047511,9.0
2011-04-13,94.11154137047511,9.0
2011-04-14,94.11154137047511,9.0
2011-04-15,94.11154137047511,9.0
2011-04-16,94.11154137047511,9.0
2011-04-17,94.11154137047511,9.0
2011-04-18,94.11154137047511,9.0
2011-04-19,94.11154137047511,9.0
2011-04-20,94.11154137047511,9.0
2011-04-21,94.11154137047511,9.0
2011-04-22,94.11154137047511,9.0
2011-04-23,94.11154137047511,9.0
2011-04-24,94.11154137047511,9.0
2011-04-25,94.11154137047511,9.0
2011-04-26,94.11154137047511,9.0
2011-04-27,94.11154137047511,9.0
2011-04-28,94.11154137047511,9.0
2011-04-29,94.11154137047511,9.0
2011-04-30,94.55331026036727,9.1
2011-05-01,94.55331026036727,9.1
2011-05-02,94.55331026036727,9.1
2011-05-03,94.55331026036727,9.1
2011-05-04,94.55331026036727,9.1
2011-05-05,94.55331026036727,9.1
2011-05-06,94.55331026036727,9.1
2011-05-07,94.55331026036727,9.1
2011-05-08,94.55331026036727,9.1
2011-05-09,94.55331026036727,9.1
2011-05-10,94.55331026036727,9.1
2011-05-11,94.55331026036727,9.1
2011-05-12,94.55331026036727,9.1
2011-05-13,94.55331026036727,9.1
2011-05-14,94.55331026036727,9.1
2011-05-15,94.55331026036727,9.1
2011-05-16,94.55331026036727,9.1
2011-05-17,94.55331026036727,9.1
2011-05-18,94.55331026036727,9.1
2011-05-19,94.55331026036727,9.1
2011-05-20,94.55331026036727,9.1
2011-05-21,94.55331026036727,9.1
2011-05-22,94.55331026036727,9.1
2011-05-23,94.55331026036727,9.1
2011-05-24,94.55331026036727,9.1
2011-05-25,94.55331026036727,9.1
2011-05-26,94.55331026036727,9.1
2011-05-27,94.55331026036727,9.1
2011-05-28,94.55331026036727,9.1
2011-05-29,94.55331026036727,9.1
2011-05-30,94.55331026036727,9.1
2011-05-31,94.85415192081915,9.0
2011-06-01,94.85415192081915,9.0
2011-06-02,94.85415192081915,9.0
2011-06-03,94.85415192081915,9.0
2011-06-04,94.85415192081915,9.0
2011-06-05,94.85415192081915,9.0
2011-06-06,94.85415192081915,9.0
2011-06-07,94.85415192081915,9.0
2011-06-08,94.85415192081915,9.0
2011-06-09,94.85415192081915,9.0
2011-06-10,94.85415192081915,9.0
2011-06-11,94.85415192081915,9.0
2011-06-12,94.85415192081915,9.0
2011-06-13,94.85415192081915,9.0
2011-06-14,94.85415192081915,9.0
2011-06-15,94.85415192081915,9.0
2011-06-16,94.85415192081915,9.0
2011-06-17,94.85415192081915,9.0
2011-06-18,94.85415192081915,9.0
2011-06-19,94.85415192081915,9.0
2011-06-20,94.85415192081915,9.0
2011-06-21,94.85415192081915,9.0
2011-06-22,94.85415192081915,9.0
2011-06-23,94.85415192081915,9.0
2011-06-24,94.85415192081915,9.0
2011-06-25,94.85415192081915,9.0
2011-06-26,94.85415192081915,9.0
2011-06-27,94.85415192081915,9.0
2011-06-28,94.85415192081915,9.0
2011-06-29,94.85415192081915,9.0
2011-06-30,94.85415192081915,9.1
2011-07-01,94.85415192081915,9.1
2011-07-02,94.85415192081915,9.1
2011-07-03,94.85415192081915,9.1
2011-07-04,94.85415192081915,9.1
2011-07-05,94.85415192081915,9.1
2011-07-06,94.85415192081915,9.1
2011-07-07,94.85415192081915,9.1
2011-07-08,94.85415192081915,9.1
2011-07-09,94.85415192081915,9.1
2011-07-10,94.85415192081915,9.1
2011-07-11,94.85415192081915,9.1
2011-07-12,94.85415192081915,9.1
2011-07-13,94.85415192081915,9.1
2011-07-14,94.85415192081915,9.1
2011-07-15,94.85415192081915,9.1
2011-07-16,94.85415192081915,9.1
2011-07-17,94.85415192081915,9.1
2011-07-18,94.85415192081915,9.1
2011-07-19,94.85415192081915,9.1
2011-07-20,94.85415192081915,9.1
2011-07-21,94.85415192081915,9.1
2011-07-22,94.85415192081915,9.1
2011-07-23,94.85415192081915,9.1
2011-07-24,94.85415192081915,9.1
2011-07-25,94.85415192081915,9.1
2011-07-26,94.85415192081915,9.1
2011-07-27,94.85415192081915,9.1
2011-07-28,94.85415192081915,9.1
2011-07-29,94.85415192081915,9.1
2011-07-30,94.85415192081915,9.1
2011-07-31,95.10267329249679,9.0
2011-08-01,95.10267329249679,9.0
2011-08-02,95.10267329249679,9.0
2011-08-03,95.10267329249679,9.0
2011-08-04,95.10267329249679,9.0
2011-08-05,95.10267329249679,9.0
2011-08-06,95.10267329249679,9.0
2011-08-07,95.10267329249679,9.0
2011-08-08,95.10267329249679,9.0
2011-08-09,95.10267329249679,9.0
2011-08-10,95.10267329249679,9.0
2011-08-11,95.10267329249679,9.0
2011-08-12,95.10267329249679,9.0
2011-08-13,95.10267329249679,9.0
2011-08-14,95.10267329249679,9.0
2011-08-15,95.10267329249679,9.0
2011-08-16,95.10267329249679,9.0
2011-08-17,95.10267329249679,9.0
2011-08-18,95.10267329249679,9.0
2011-08-19,95.10267329249679,9.0
2011-08-20,95.10267329249679,9.0
2011-08-21,95.10267329249679,9.0
2011-08-22,95.10267329249679,9.0
2011-08-23,95.10267329249679,9.0
2011-08-24,95.10267329249679,9.0
2011-08-25,95.10267329249679,9.0
2011-08-26,95.10267329249679,9.0
2011-08-27,95.10267329249679,9.0
2011-08-28,95.10267329249679,9.0
2011-08-29,95.10267329249679,9.0
2011-08-30,95.10267329249679,9.0
2011-08-31,95.40267107732326,9.0
2011-09-01,95.40267107732326,9.0
2011-09-02,95.40267107732326,9.0
2011-09-03,95.40267107732326,9.0
2011-09-04,95.40267107732326,9.0
2011-09-05,95.40267107732326,9.0
2011-09-06,95.40267107732326,9.0
2011-09-07,95.40267107732326,9.0
2011-09-08,95.40267107732326,9.0
2011-09-09,95.40267107732326,9.0
2011-09-10,95.40267107732326,9.0
2011-09-11,95.40267107732326,9.0
2011-09-12,95.40267107732326,9.0
2011-09-13,95.40267107732326,9.0
2011-09-14,95.40267107732326,9.0
2011-09-15,95.40267107732326,9.0
2011-09-16,95.40267107732326,9.0
2011-09-17,95.40267107732326,9.0
2011-09-18,95.40267107732326,9.0
2011-09-19,95.40267107732326,9.0
2011-09-20,95.40267107732326,9.0
2011-09-21,95.40267107732326,9.0
2011-09-22,95.40267107732326,9.0
2011-09-23,95.40267107732326,9.0
2011-09-24,95.40267107732326,9.0
2011-09-25,95.40267107732326,9.0
2011-09-26,95.40267107732326,9.0
2011-09-27,95.40267107732326,9.0
2011-09-28,95.40267107732326,9.0
2011-09-29,95.40267107732326,9.0
2011-09-30,95.60984254335675,9.0
2011-10-01,95.60984254335675,9.0
2011-10-02,95.60984254335675,9.0
2011-10-03,95.60984254335675,9.0
2011-10-04,95.60984254335675,9.0
2011-10-05,95.60984254335675,9.0
2011-10-06,95.60984254335675,9.0
2011-10-07,95.60984254335675,9.0
2011-10-08,95.60984254335675,9.0
2011-10-09,95.60984254335675,9.0
2011-10-10,95.60984254335675,9.0
2011-10-11,95.60984254335675,9.0
2011-10-12,95.60984254335675,9.0
2011-10-13,95.60984254335675,9.0
2011-10-14,95.60984254335675,9.0
2011-10-15,95.60984254335675,9.0
2011-10-16,95.60984254335675,9.0
2011-10-17,95.60984254335675,9.0
2011-10-18,95.60984254335675,9.0
2011-10-19,95.60984254335675,9.0
2011-10-20,95.60984254335675,9.0
2011-10-21,95.60984254335675,9.0
2011-10-22,95.60984254335675,9.0
2011-10-23,95.60984254335675,9.0
2011-10-24,95.60984254335675,9.0
2011-10-25,95.60984254335675,9.0
2011-10-26,95.60984254335675,9.0
2011-10-27,95.60984254335675,9.0
2011-10-28,95.60984254335675,9.0
2011-10-29,95.60984254335675,9.0
2011-10-30,95.60984254335675,9.0
2011-10-31,95.67439902869916,8.8
2011-11-01,95.67439902869916,8.8
2011-11-02,95.67439902869916,8.8
2011-11-03,95.67439902869916,8.8
2011-11-04,95.67439902869916,8.8
2011-11-05,95.67439902869916,8.8
2011-11-06,95.67439902869916,8.8
2011-11-07,95.67439902869916,8.8
2011-11-08,95.67439902869916,8.8
2011-11-09,95.67439902869916,8.8
2011-11-10,95.67439902869916,8.8
2011-11-11,95.67439902869916,8.8
2011-11-12,95.67439902869916,8.8
2011-11-13,95.67439902869916,8.8
2011-11-14,95.67439902869916,8.8
2011-11-15,95.67439902869916,8.8
2011-11-16,95.67439902869916,8.8
2011-11-17,95.67439902869916,8.8
2011-11-18,95.67439902869916,8.8
2011-11-19,95.67439902869916,8.8
2011-11-20,95.67439902869916,8.8
2011-11-21,95.67439902869916,8.8
2011-11-22,95.67439902869916,8.8
2011-11-23,95.67439902869916,8.8
2011-11-24,95.67439902869916,8.8
2011-11-25,95.67439902869916,8.8
2011-11-26,95.67439902869916,8.8
2011-11-27,95.67439902869916,8.8
2011-11-28,95.67439902869916,8.8
2011-11-29,95.67439902869916,8.8
2011-11-30,95.85119097221856,8.6
2011-12-01,95.85119097221856,8.6
2011-12-02,95.85119097221856,8.6
2011-12-03,95.85119097221856,8.6
2011-12-04,95.85119097221856,8.6
2011-12-05,95.85119097221856,8.6
2011-12-06,95.85119097221856,8.6
2011-12-07,95.85119097221856,8.6
2011-12-08,95.85119097221856,8.6
2011-12-09,95.85119097221856,8.6
2011-12-10,95.85119097221856,8.6
2011-12-11,95.85119097221856,8.6
2011-12-12,95.85119097221856,8.6
2011-12-13,95.85119097221856,8.6
2011-12-14,95.85119097221856,8.6
2011-12-15,95.85119097221856,8.6
2011-12-16,95.85119097221856,8.6
2011-12-17,95.85119097221856,8.6
2011-12-18,95.85119097221856,8.6
2011-12-19,95.85119097221856,8.6
2011-12-20,95.85119097221856,8.6
2011-12-21,95.85119097221856,8.6
2011-12-22,95.85119097221856,8.6
2011-12-23,95.85119097221856,8.6
2011-12-24,95.85119097221856,8.6
2011-12-25,95.85119097221856,8.6
2011-12-26,95.85119097221856,8.6
2011-12-27,95.85119097221856,8.6
2011-12-28,95.85119097221856,8.6
2011-12-29,95.85119097221856,8.6
2011-12-30,95.85119097221856,8.6
2011-12-31,95.87397561410411,8.5
2012-01-01,95.87397561410411,8.5
2012-01-02,95.87397561410411,8.5
